coin	hourly	change	granular	time_stamp
EOS	0.8	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
cDAI	-1.1	negative	chilly (-0-2%)	2021-06-27T01:30:08Z
Amp	2.2	positive	warm (2-4%)	2021-06-27T01:30:08Z
OKB	-0.5	negative	chilly (-0-2%)	2021-06-27T01:30:08Z
Algorand	-0.2	negative	chilly (-0-2%)	2021-06-27T01:30:08Z
Aave	1.2	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Crypto.com Coin	0.1	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Bitcoin SV	0.3	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Klaytn	0.3	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
PancakeSwap	1	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Cosmos	-0.3	negative	chilly (-0-2%)	2021-06-27T01:30:08Z
Theta Fuel	-0	negative	neutral (0%)	2021-06-27T01:30:08Z
NEO	0.7	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Terra	0.8	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
IOTA	0.7	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Tezos	0.8	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
cETH	0.5	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Celsius Network	-0.3	negative	chilly (-0-2%)	2021-06-27T01:30:08Z
LEO Token	-1.3	negative	chilly (-0-2%)	2021-06-27T01:30:08Z
FTX Token	0.4	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
TerraUSD	-0.2	negative	chilly (-0-2%)	2021-06-27T01:30:08Z
Maker	1.6	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Avalanche	0.3	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
SafeMoon	0.5	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Huobi Token	0.6	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
BitTorrent	-0.2	negative	chilly (-0-2%)	2021-06-27T01:30:08Z
The Graph	0.2	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Hedera Hashgraph	-0.4	negative	chilly (-0-2%)	2021-06-27T01:30:08Z
Kusama	-0.7	negative	chilly (-0-2%)	2021-06-27T01:30:08Z
THORChain	2.7	positive	warm (2-4%)	2021-06-27T01:30:08Z
Decred	0.4	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
TrueUSD	0.2	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Waves	0.1	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Sushi	0.8	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Huobi BTC	-0.1	negative	chilly (-0-2%)	2021-06-27T01:30:08Z
Dash	0.5	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Chiliz	0.4	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Telcoin	0.2	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Compound	0.6	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Zcash	0.9	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Elrond	0.7	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Quant	2.8	positive	warm (2-4%)	2021-06-27T01:30:08Z
yearn.finance	0.9	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Holo	0.3	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Lido Staked Ether	-0.2	negative	chilly (-0-2%)	2021-06-27T01:30:08Z
Helium	0.8	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
NEM	0.2	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Synthetix Network Token	0.9	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Enjin Coin	0.3	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Paxos Standard	0.1	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Zilliqa	-0.5	negative	chilly (-0-2%)	2021-06-27T01:30:08Z
Mdex	0.4	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Near	0.5	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Basic Attention Token	0.9	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Liquity USD	-0.2	negative	chilly (-0-2%)	2021-06-27T01:30:08Z
Bitcoin Gold	0.9	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
XDC Network	1	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Stacks	1.3	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
NEXO	-1	negative	chilly (-0-2%)	2021-06-27T01:30:08Z
Horizen	0.3	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Bancor Network Token	0.4	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
HUSD	-0.1	negative	chilly (-0-2%)	2021-06-27T01:30:08Z
Decentraland	1.7	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Nano	0.5	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Harmony	2	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Qtum	0.7	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
DigiByte	0.5	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
cUSDT	0.1	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
KuCoin Token	2.3	positive	warm (2-4%)	2021-06-27T01:30:08Z
Fantom	-0.6	negative	chilly (-0-2%)	2021-06-27T01:30:08Z
Ontology	0.1	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Curve DAO Token	0.3	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
coin	hourly	change	granular	time_stamp
Bitcoin	2.1	positive	warm (2-4%)	2021-06-27T01:45:09Z
Ethereum	2.2	positive	warm (2-4%)	2021-06-27T01:45:09Z
Tether	0.1	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Binance Coin	1.5	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Cardano	2.2	positive	warm (2-4%)	2021-06-27T01:45:09Z
Dogecoin	1.6	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
XRP	2.1	positive	warm (2-4%)	2021-06-27T01:45:09Z
USD Coin	0.9	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Polkadot	1.7	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Binance USD	1.1	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Bitcoin Cash	1.3	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Uniswap	2.2	positive	warm (2-4%)	2021-06-27T01:45:09Z
Litecoin	1.4	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Solana	3.6	positive	warm (2-4%)	2021-06-27T01:45:09Z
Chainlink	2	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Polygon	3.1	positive	warm (2-4%)	2021-06-27T01:45:09Z
Theta Network	1.7	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Wrapped Bitcoin	1.8	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Stellar	1.3	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Ethereum Classic	1.9	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Dai	0.2	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
VeChain	0.8	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Filecoin	1.9	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
TRON	0.7	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Internet Computer	1.9	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Shiba Inu	1.6	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Monero	0.7	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
cUSDC	0.5	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
EOS	1.9	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Amp	5	positive	toasty (4-6%)	2021-06-27T01:45:09Z
cDAI	0.5	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
OKB	1.6	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Algorand	1.2	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Aave	2.6	positive	warm (2-4%)	2021-06-27T01:45:09Z
Crypto.com Coin	1.5	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Bitcoin SV	1.5	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Klaytn	0.6	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
PancakeSwap	2.4	positive	warm (2-4%)	2021-06-27T01:45:09Z
Cosmos	0.7	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Theta Fuel	1.7	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
NEO	2	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Terra	2	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
IOTA	1.4	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Tezos	1.2	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
cETH	1.4	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Celsius Network	-0.2	negative	chilly (-0-2%)	2021-06-27T01:45:09Z
FTX Token	2	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
LEO Token	-0.1	negative	chilly (-0-2%)	2021-06-27T01:45:09Z
TerraUSD	0.8	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Maker	2.8	positive	warm (2-4%)	2021-06-27T01:45:09Z
Avalanche	1.8	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
SafeMoon	2.8	positive	warm (2-4%)	2021-06-27T01:45:09Z
Huobi Token	2.3	positive	warm (2-4%)	2021-06-27T01:45:09Z
BitTorrent	1.3	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
The Graph	1	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Hedera Hashgraph	1.1	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Kusama	0.6	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
THORChain	4.8	positive	toasty (4-6%)	2021-06-27T01:45:09Z
Decred	1.7	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
TrueUSD	0.8	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Waves	1.3	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Sushi	1.9	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Huobi BTC	0.3	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Dash	1.6	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Chiliz	1.8	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Telcoin	1.4	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Compound	1.7	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Zcash	2	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Elrond	0.9	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Quant	4.4	positive	toasty (4-6%)	2021-06-27T01:45:09Z
yearn.finance	1.5	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Holo	1.5	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Lido Staked Ether	0.4	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
NEM	1.4	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Helium	1.4	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Synthetix Network Token	1.3	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Enjin Coin	1.7	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Paxos Standard	0.8	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Zilliqa	1.2	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Mdex	2.3	positive	warm (2-4%)	2021-06-27T01:45:09Z
Near	1.7	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Basic Attention Token	1.2	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Liquity USD	0.7	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Bitcoin Gold	-0.7	negative	chilly (-0-2%)	2021-06-27T01:45:09Z
XDC Network	0.9	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
NEXO	3.4	positive	warm (2-4%)	2021-06-27T01:45:09Z
Stacks	-0	negative	neutral (0%)	2021-06-27T01:45:09Z
Horizen	1.3	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Bancor Network Token	2	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Decentraland	2	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
HUSD	0.4	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Harmony	3.5	positive	warm (2-4%)	2021-06-27T01:45:09Z
Nano	1.1	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Qtum	1.4	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
DigiByte	1.1	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
cUSDT	-0.1	negative	chilly (-0-2%)	2021-06-27T01:45:09Z
KuCoin Token	2.6	positive	warm (2-4%)	2021-06-27T01:45:09Z
Fantom	1	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Ontology	1	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
Siacoin	0.8	positive	luke warm (0-2%)	2021-06-27T01:45:09Z
coin	hourly	change	granular	time_stamp
Bitcoin	2	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Ethereum	2	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Tether	0.1	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Binance Coin	1.1	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Cardano	1.5	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Dogecoin	0.9	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
XRP	1.3	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
USD Coin	0	negative	neutral (0%)	2021-06-27T02:00:08Z
Polkadot	1.3	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Binance USD	0.5	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Bitcoin Cash	0.6	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Litecoin	0.9	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Uniswap	1.8	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Solana	2.8	positive	warm (2-4%)	2021-06-27T02:00:08Z
Chainlink	1.6	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Polygon	2.7	positive	warm (2-4%)	2021-06-27T02:00:08Z
Theta Network	1.3	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Wrapped Bitcoin	1.9	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Stellar	0.8	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Ethereum Classic	1.4	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Dai	0.2	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
VeChain	0.9	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
TRON	0.1	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Filecoin	1.1	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Internet Computer	0.5	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Shiba Inu	1.1	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Monero	0.1	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
cUSDC	-0.6	negative	chilly (-0-2%)	2021-06-27T02:00:08Z
EOS	0.9	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Amp	8.4	positive	hot (>6%)	2021-06-27T02:00:08Z
cDAI	-0.7	negative	chilly (-0-2%)	2021-06-27T02:00:08Z
OKB	1.3	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Algorand	1.3	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Aave	2.4	positive	warm (2-4%)	2021-06-27T02:00:08Z
Crypto.com Coin	2.7	positive	warm (2-4%)	2021-06-27T02:00:08Z
Bitcoin SV	0.2	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Klaytn	0.7	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
PancakeSwap	1.6	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Cosmos	-0.7	negative	chilly (-0-2%)	2021-06-27T02:00:08Z
Theta Fuel	1.3	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
NEO	1.6	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Terra	1.4	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
IOTA	0.7	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
cETH	1.8	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Tezos	0.6	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Celsius Network	-0.7	negative	chilly (-0-2%)	2021-06-27T02:00:08Z
FTX Token	1.5	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
LEO Token	-0.1	negative	chilly (-0-2%)	2021-06-27T02:00:08Z
TerraUSD	0.2	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Maker	2.3	positive	warm (2-4%)	2021-06-27T02:00:08Z
Avalanche	1	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
SafeMoon	2.3	positive	warm (2-4%)	2021-06-27T02:00:08Z
Huobi Token	1.3	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
BitTorrent	1.1	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Hedera Hashgraph	1.8	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
The Graph	0.7	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Kusama	-0	negative	neutral (0%)	2021-06-27T02:00:08Z
THORChain	5.8	positive	toasty (4-6%)	2021-06-27T02:00:08Z
Decred	1.7	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
TrueUSD	0.2	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Waves	1	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Huobi BTC	1.8	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Sushi	1.3	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Dash	-0.2	negative	chilly (-0-2%)	2021-06-27T02:00:08Z
Chiliz	1.4	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Telcoin	2.5	positive	warm (2-4%)	2021-06-27T02:00:08Z
Compound	1.4	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Zcash	-0.1	negative	chilly (-0-2%)	2021-06-27T02:00:08Z
Elrond	0.2	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Quant	1	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
yearn.finance	1.1	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Holo	1	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Lido Staked Ether	1.9	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
NEM	2.2	positive	warm (2-4%)	2021-06-27T02:00:08Z
Helium	1.2	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Synthetix Network Token	0.9	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Enjin Coin	0.8	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Paxos Standard	0	negative	neutral (0%)	2021-06-27T02:00:08Z
Zilliqa	0.9	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Mdex	1.6	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Near	1.4	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Basic Attention Token	0.9	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Liquity USD	1.2	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
XDC Network	0.6	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Bitcoin Gold	0.4	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
NEXO	4.2	positive	toasty (4-6%)	2021-06-27T02:00:08Z
Stacks	1.6	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Horizen	0.8	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Bancor Network Token	1.6	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
HUSD	0.2	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Decentraland	0.5	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Harmony	2.2	positive	warm (2-4%)	2021-06-27T02:00:08Z
Nano	0.4	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Qtum	1.4	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
DigiByte	0.9	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
cUSDT	-0.1	negative	chilly (-0-2%)	2021-06-27T02:00:08Z
KuCoin Token	1.8	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Fantom	0.9	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
Ontology	-0.2	negative	chilly (-0-2%)	2021-06-27T02:00:08Z
Siacoin	0.9	positive	luke warm (0-2%)	2021-06-27T02:00:08Z
coin	hourly	change	granular	time_stamp
Bitcoin	1	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Ethereum	1.1	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Tether	-0.1	negative	chilly (-0-2%)	2021-06-27T02:15:08Z
Binance Coin	0.5	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Cardano	0.9	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Dogecoin	-0.4	negative	chilly (-0-2%)	2021-06-27T02:15:08Z
XRP	0.4	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
USD Coin	-0.4	negative	chilly (-0-2%)	2021-06-27T02:15:08Z
Polkadot	-0.4	negative	chilly (-0-2%)	2021-06-27T02:15:08Z
Binance USD	-0.3	negative	chilly (-0-2%)	2021-06-27T02:15:08Z
Bitcoin Cash	-0.1	negative	chilly (-0-2%)	2021-06-27T02:15:08Z
Uniswap	0.7	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Litecoin	0.5	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Solana	1.8	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Chainlink	0.8	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Polygon	1.7	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Theta Network	0.6	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Wrapped Bitcoin	1	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Stellar	0.1	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Ethereum Classic	0.9	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Dai	-0.2	negative	chilly (-0-2%)	2021-06-27T02:15:08Z
VeChain	0.3	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Filecoin	1	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
TRON	-0.4	negative	chilly (-0-2%)	2021-06-27T02:15:08Z
Internet Computer	-0.8	negative	chilly (-0-2%)	2021-06-27T02:15:08Z
Shiba Inu	-0.3	negative	chilly (-0-2%)	2021-06-27T02:15:08Z
Monero	-0.1	negative	chilly (-0-2%)	2021-06-27T02:15:08Z
cUSDC	0.2	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
EOS	0.1	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Amp	6.4	positive	hot (>6%)	2021-06-27T02:15:08Z
cDAI	0.1	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
OKB	0.3	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Algorand	0.7	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Crypto.com Coin	1.6	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Aave	1.1	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Bitcoin SV	-0.7	negative	chilly (-0-2%)	2021-06-27T02:15:08Z
Klaytn	0.1	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
PancakeSwap	1.2	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Cosmos	-0.8	negative	chilly (-0-2%)	2021-06-27T02:15:08Z
Theta Fuel	1.7	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
NEO	1.3	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Terra	0.1	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
IOTA	0.4	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
cETH	1.1	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Tezos	-0.1	negative	chilly (-0-2%)	2021-06-27T02:15:08Z
Celsius Network	-0.3	negative	chilly (-0-2%)	2021-06-27T02:15:08Z
FTX Token	0.4	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
LEO Token	-1	negative	chilly (-0-2%)	2021-06-27T02:15:08Z
TerraUSD	-0.6	negative	chilly (-0-2%)	2021-06-27T02:15:08Z
Maker	0.6	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Avalanche	0.7	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
SafeMoon	3.1	positive	warm (2-4%)	2021-06-27T02:15:08Z
Huobi Token	0.3	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Hedera Hashgraph	1.3	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
The Graph	0.3	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
BitTorrent	0.2	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
THORChain	3.4	positive	warm (2-4%)	2021-06-27T02:15:08Z
Kusama	-0.6	negative	chilly (-0-2%)	2021-06-27T02:15:08Z
Decred	0.6	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
TrueUSD	-0.4	negative	chilly (-0-2%)	2021-06-27T02:15:08Z
Waves	0.4	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Huobi BTC	1	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Sushi	0.4	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Dash	-0.3	negative	chilly (-0-2%)	2021-06-27T02:15:08Z
Chiliz	0.3	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Telcoin	1.2	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Compound	1.1	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Zcash	-0.7	negative	chilly (-0-2%)	2021-06-27T02:15:08Z
Elrond	-0.4	negative	chilly (-0-2%)	2021-06-27T02:15:08Z
Quant	-2.7	negative	cold (-2-4%)	2021-06-27T02:15:08Z
yearn.finance	0	negative	neutral (0%)	2021-06-27T02:15:08Z
Holo	0.2	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Lido Staked Ether	1.9	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
NEM	1.1	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Helium	0.4	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Synthetix Network Token	0.3	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Enjin Coin	0.6	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Paxos Standard	-0.2	negative	chilly (-0-2%)	2021-06-27T02:15:08Z
Zilliqa	0.4	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Mdex	0.9	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Near	0.9	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Basic Attention Token	-0.2	negative	chilly (-0-2%)	2021-06-27T02:15:08Z
Liquity USD	0.4	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
Bitcoin Gold	-1.2	negative	chilly (-0-2%)	2021-06-27T02:15:08Z
XDC Network	0.3	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
NEXO	3.5	positive	warm (2-4%)	2021-06-27T02:15:08Z
Stacks	0.7	positive	luke warm (0-2%)	2021-06-27T02:15:08Z
